36 3 0 3 25
2 15 1 5
150 10 0 6

0 4 28 29 34 35
1 4 6 7 12 13
2 4 15 16 21 22
3 9 12 13 14 18 19 20 24 25 26
4 4 4 5 10 11
5 6 25 26 27 31 32 33
6 4 0 1 6 7
7 4 1 2 7 8
8 4 2 3 8 9
9 4 3 4 9 10
10 4 4 5 10 11
11 4 6 7 12 13
12 4 7 8 13 14
13 4 8 9 14 15
14 4 9 10 15 16
15 4 10 11 16 17
16 4 12 13 18 19
17 4 13 14 19 20
18 4 14 15 20 21
19 4 15 16 21 22
20 4 16 17 22 23
21 4 18 19 24 25
22 4 19 20 25 26
23 4 20 21 26 27
24 4 21 22 27 28
25 4 22 23 28 29
26 4 24 25 30 31
27 4 25 26 31 32
28 4 26 27 32 33
29 4 27 28 33 34
30 4 28 29 34 35

99999 6.67 2.98 4.22 5.5 2.98 6.6 5.73 5.08 4.71 4.71 5.73 4.71 3.89 3.4 3.4 5.08 3.89 2.83 2.11 2.11 4.71 3.4 2.11 0.94 0.94 4.71 3.4 2.11 0.94 0.94 
6.67 99999 4.22 2.98 6.8 5.96 0.94 2.11 3.4 4.71 6.04 0.94 2.11 3.4 4.71 6.04 2.11 2.83 3.89 5.08 6.32 3.4 3.89 4.71 5.73 6.86 4.71 5.08 5.73 6.6 7.6 
2.98 4.22 99999 2.98 3.77 4.22 3.89 2.83 2.11 2.11 2.83 3.4 2.11 0.94 0.94 2.11 3.4 2.11 0.94 0.94 2.11 3.89 2.83 2.11 2.11 2.83 4.71 3.89 3.4 3.4 3.89 
4.22 2.98 2.98 99999 6.67 2.98 3.4 3.4 3.89 4.71 5.73 2.11 2.11 2.83 3.89 5.08 0.94 0.94 2.11 3.4 4.71 0.94 0.94 2.11 3.4 4.71 2.11 2.11 2.83 3.89 5.08 
5.5 6.8 3.77 6.67 99999 7.77 6.04 4.71 3.4 2.11 0.94 6.32 5.08 3.89 2.83 2.11 6.86 5.73 4.71 3.89 3.4 7.6 6.6 5.73 5.08 4.71 8.49 7.6 6.86 6.32 6.04 
2.98 5.96 4.22 2.98 7.77 99999 6.32 6.04 6.04 6.32 6.86 5.08 4.71 4.71 5.08 5.73 3.89 3.4 3.4 3.89 4.71 2.83 2.11 2.11 2.83 3.89 2.11 0.94 0.94 2.11 3.4 
6.6 0.94 3.89 3.4 6.04 6.32 99999 1.33 2.67 4.0 5.33 1.33 1.89 2.98 4.22 5.5 2.67 2.98 3.77 4.81 5.96 4.0 4.22 4.81 5.66 6.67 5.33 5.5 5.96 6.67 7.54 
5.73 2.11 2.83 3.4 4.71 6.04 1.33 99999 1.33 2.67 4.0 1.89 1.33 1.89 2.98 4.22 2.98 2.67 2.98 3.77 4.81 4.22 4.0 4.22 4.81 5.66 5.5 5.33 5.5 5.96 6.67 
5.08 3.4 2.11 3.89 3.4 6.04 2.67 1.33 99999 1.33 2.67 2.98 1.89 1.33 1.89 2.98 3.77 2.98 2.67 2.98 3.77 4.81 4.22 4.0 4.22 4.81 5.96 5.5 5.33 5.5 5.96 
4.71 4.71 2.11 4.71 2.11 6.32 4.0 2.67 1.33 99999 1.33 4.22 2.98 1.89 1.33 1.89 4.81 3.77 2.98 2.67 2.98 5.66 4.81 4.22 4.0 4.22 6.67 5.96 5.5 5.33 5.5 
