60 3 1 3 45
2 15 1 5
150 20 0 6

0 6 0 1 2 6 7 8 
1 6 4 5 10 11 16 17 
2 4 52 53 58 59 
3 9 26 27 28 32 33 34 38 39 40 
4 6 46 47 52 53 58 59 
5 6 48 49 50 54 55 56 
6 9 9 10 11 15 16 17 21 22 23 
7 4 0 1 6 7 
8 4 1 2 7 8 
9 4 2 3 8 9 
10 4 3 4 9 10 
11 4 4 5 10 11 
12 4 6 7 12 13 
13 4 7 8 13 14 
14 4 8 9 14 15 
15 4 9 10 15 16 
16 4 10 11 16 17 
17 4 12 13 18 19 
18 4 13 14 19 20 
19 4 14 15 20 21 
20 4 15 16 21 22 
21 4 16 17 22 23 
22 4 18 19 24 25 
23 4 19 20 25 26 
24 4 20 21 26 27 
25 4 21 22 27 28 
26 4 22 23 28 29 
27 4 24 25 30 31 
28 4 25 26 31 32 
29 4 26 27 32 33 
30 4 27 28 33 34 
31 4 28 29 34 35 
32 4 30 31 36 37 
33 4 31 32 37 38 
34 4 32 33 38 39 
35 4 33 34 39 40 
36 4 34 35 40 41 
37 4 36 37 42 43 
38 4 37 38 43 44 
39 4 38 39 44 45 
40 4 39 40 45 46 
41 4 40 41 46 47 
42 4 42 43 48 49 
43 4 43 44 49 50 
44 4 44 45 50 51 
45 4 45 46 51 52 
46 4 46 47 52 53 
47 4 48 49 54 55 
48 4 49 50 55 56 
49 4 50 51 56 57 
50 4 51 52 57 58 
51 4 52 53 58 59 

99999 4.12 3.61 5.39 8.94 9 9.85 0.71 0.71 1.58 2.55 3.54 1.58 1.58 2.12 2.92 3.81 2.55 2.55 2.92 3.54 4.3 3.54 3.54 3.81 4.3 4.95 4.53 4.53 4.74 5.15 5.7 5.52 5.52 5.7 6.04 6.52 6.52 6.52 6.67 6.96 7.38 7.52 7.52 7.65 7.91 8.28 8.51 8.51 8.63 8.86 9.19 
4.12 99999 1.41 4.47 7 8.94 8 4.53 3.54 2.55 1.58 0.71 4.53 3.54 2.55 1.58 0.71 4.74 3.81 2.92 2.12 1.58 5.15 4.3 3.54 2.92 2.55 5.7 4.95 4.3 3.81 3.54 6.36 5.7 5.15 4.74 4.53 7.11 6.52 6.04 5.7 5.52 7.91 7.38 6.96 6.67 6.52 8.75 8.28 7.91 7.65 7.52 
3.61 1.41 99999 3.16 6.08 7.62 7.07 3.81 2.92 2.12 1.58 1.58 3.54 2.55 1.58 0.71 0.71 3.54 2.55 1.58 0.71 0.71 3.81 2.92 2.12 1.58 1.58 4.3 3.54 2.92 2.55 2.55 4.95 4.3 3.81 3.54 3.54 5.7 5.15 4.74 4.53 4.53 6.52 6.04 5.7 5.52 5.52 7.38 6.96 6.67 6.52 6.52 
5.39 4.47 3.16 99999 3.61 4.47 4.47 5.15 4.74 4.53 4.53 4.74 4.3 3.81 3.54 3.54 3.81 3.54 2.92 2.55 2.55 2.92 2.92 2.12 1.58 1.58 2.12 2.55 1.58 0.71 0.71 1.58 2.55 1.58 0.71 0.71 1.58 2.92 2.12 1.58 1.58 2.12 3.54 2.92 2.55 2.55 2.92 4.3 3.81 3.54 3.54 3.81 
8.94 7 6.08 3.61 99999 4.12 1 8.75 8.28 7.91 7.65 7.52 7.91 7.38 6.96 6.67 6.52 7.11 6.52 6.04 5.7 5.52 6.36 5.7 5.15 4.74 4.53 5.7 4.95 4.3 3.81 3.54 5.15 4.3 3.54 2.92 2.55 4.74 3.81 2.92 2.12 1.58 4.53 3.54 2.55 1.58 0.71 4.53 3.54 2.55 1.58 0.71 
9 8.94 7.62 4.47 4.12 99999 4 8.51 8.51 8.63 8.86 9.19 7.52 7.52 7.65 7.91 8.28 6.52 6.52 6.67 6.96 7.38 5.52 5.52 5.7 6.04 6.52 4.53 4.53 4.74 5.15 5.7 3.54 3.54 3.81 4.3 4.95 2.55 2.55 2.92 3.54 4.3 1.58 1.58 2.12 2.92 3.81 0.71 0.71 1.58 2.55 3.54 
9.85 8 7.07 4.47 1 4 99999 9.62 9.19 8.86 8.63 8.51 8.75 8.28 7.91 7.65 7.52 7.91 7.38 6.96 6.67 6.52 7.11 6.52 6.04 5.7 5.52 6.36 5.7 5.15 4.74 4.53 5.7 4.95 4.3 3.81 3.54 5.15 4.3 3.54 2.92 2.55 4.74 3.81 2.92 2.12 1.58 4.53 3.54 2.55 1.58 0.71 
0.71 4.53 3.81 5.15 8.75 8.51 9.62 99999 1 2 3 4 1 1.41 2.24 3.16 4.12 2 2.24 2.83 3.61 4.47 3 3.16 3.61 4.24 5 4 4.12 4.47 5 5.66 5 5.1 5.39 5.83 6.4 6 6.08 6.32 6.71 7.21 7 7.07 7.28 7.62 8.06 8 8.06 8.25 8.54 8.94 
0.71 3.54 2.92 4.74 8.28 8.51 9.19 1 99999 1 2 3 1.41 1 1.41 2.24 3.16 2.24 2 2.24 2.83 3.61 3.16 3 3.16 3.61 4.24 4.12 4 4.12 4.47 5 5.1 5 5.1 5.39 5.83 6.08 6 6.08 6.32 6.71 7.07 7 7.07 7.28 7.62 8.06 8 8.06 8.25 8.54 
1.58 2.55 2.12 4.53 7.91 8.63 8.86 2 1 99999 1 2 2.24 1.41 1 1.41 2.24 2.83 2.24 2 2.24 2.83 3.61 3.16 3 3.16 3.61 4.47 4.12 4 4.12 4.47 5.39 5.1 5 5.1 5.39 6.32 6.08 6 6.08 6.32 7.28 7.07 7 7.07 7.28 8.25 8.06 8 8.06 8.25 
