60 4 1 5 45
2 15 1 5
150 20 0 6

0 6 2 3 4 8 9 10 
1 6 0 1 6 7 12 13 
2 9 7 8 9 13 14 15 19 20 21 
3 6 12 13 18 19 24 25 
4 9 21 22 23 27 28 29 33 34 35 
5 9 30 31 32 36 37 38 42 43 44 
6 9 38 39 40 44 45 46 50 51 52 
7 9 39 40 41 45 46 47 51 52 53 
8 9 42 43 44 48 49 50 54 55 56 
9 6 51 52 53 57 58 59 
10 4 0 1 6 7 
11 4 1 2 7 8 
12 4 2 3 8 9 
13 4 3 4 9 10 
14 4 4 5 10 11 
15 4 6 7 12 13 
16 4 7 8 13 14 
17 4 8 9 14 15 
18 4 9 10 15 16 
19 4 10 11 16 17 
20 4 12 13 18 19 
21 4 13 14 19 20 
22 4 14 15 20 21 
23 4 15 16 21 22 
24 4 16 17 22 23 
25 4 18 19 24 25 
26 4 19 20 25 26 
27 4 20 21 26 27 
28 4 21 22 27 28 
29 4 22 23 28 29 
30 4 24 25 30 31 
31 4 25 26 31 32 
32 4 26 27 32 33 
33 4 27 28 33 34 
34 4 28 29 34 35 
35 4 30 31 36 37 
36 4 31 32 37 38 
37 4 32 33 38 39 
38 4 33 34 39 40 
39 4 34 35 40 41 
40 4 36 37 42 43 
41 4 37 38 43 44 
42 4 38 39 44 45 
43 4 39 40 45 46 
44 4 40 41 46 47 
45 4 42 43 48 49 
46 4 43 44 49 50 
47 4 44 45 50 51 
48 4 45 46 51 52 
49 4 46 47 52 53 
50 4 48 49 54 55 
51 4 49 50 55 56 
52 4 50 51 56 57 
53 4 51 52 57 58 
54 4 52 53 58 59 

99999 3.16 2.24 4.24 4.12 6.32 7 7.07 8.25 9.06 2.55 1.58 0.71 0.71 1.58 2.92 2.12 1.58 1.58 2.12 3.54 2.92 2.55 2.55 2.92 4.3 3.81 3.54 3.54 3.81 5.15 4.74 4.53 4.53 4.74 6.04 5.7 5.52 5.52 5.7 6.96 6.67 6.52 6.52 6.67 7.91 7.65 7.52 7.52 7.65 8.86 8.63 8.51 8.51 8.63 
3.16 99999 2.24 2 5 5.1 6.71 7.21 7.07 8.94 0.71 1.58 2.55 3.54 4.53 0.71 1.58 2.55 3.54 4.53 1.58 2.12 2.92 3.81 4.74 2.55 2.92 3.54 4.3 5.15 3.54 3.81 4.3 4.95 5.7 4.53 4.74 5.15 5.7 6.36 5.52 5.7 6.04 6.52 7.11 6.52 6.67 6.96 7.38 7.91 7.52 7.65 7.91 8.28 8.75 
2.24 2.24 99999 2.24 2.83 4.12 5.1 5.39 6.08 7.28 2.12 1.58 1.58 2.12 2.92 1.58 0.71 0.71 1.58 2.55 1.58 0.71 0.71 1.58 2.55 2.12 1.58 1.58 2.12 2.92 2.92 2.55 2.55 2.92 3.54 3.81 3.54 3.54 3.81 4.3 4.74 4.53 4.53 4.74 5.15 5.7 5.52 5.52 5.7 6.04 6.67 6.52 6.52 6.67 6.96 
4.24 2 2.24 99999 4.12 3.16 5 5.66 5.1 7.21 2.55 2.92 3.54 4.3 5.15 1.58 2.12 2.92 3.81 4.74 0.71 1.58 2.55 3.54 4.53 0.71 1.58 2.55 3.54 4.53 1.58 2.12 2.92 3.81 4.74 2.55 2.92 3.54 4.3 5.15 3.54 3.81 4.3 4.95 5.7 4.53 4.74 5.15 5.7 6.36 5.52 5.7 6.04 6.52 7.11 
4.12 5 2.83 4.12 99999 3.61 3.16 3 5 5 4.95 4.3 3.81 3.54 3.54 4.3 3.54 2.92 2.55 2.55 3.81 2.92 2.12 1.58 1.58 3.54 2.55 1.58 0.71 0.71 3.54 2.55 1.58 0.71 0.71 3.81 2.92 2.12 1.58 1.58 4.3 3.54 2.92 2.55 2.55 4.95 4.3 3.81 3.54 3.54 5.7 5.15 4.74 4.53 4.53 
6.32 5.1 4.12 3.16 3.61 99999 2.24 3.16 2 4.24 5.52 5.52 5.7 6.04 6.52 4.53 4.53 4.74 5.15 5.7 3.54 3.54 3.81 4.3 4.95 2.55 2.55 2.92 3.54 4.3 1.58 1.58 2.12 2.92 3.81 0.71 0.71 1.58 2.55 3.54 0.71 0.71 1.58 2.55 3.54 1.58 1.58 2.12 2.92 3.81 2.55 2.55 2.92 3.54 4.3 
7 6.71 5.1 5 3.16 2.24 99999 1 2.24 2.24 6.96 6.67 6.52 6.52 6.67 6.04 5.7 5.52 5.52 5.7 5.15 4.74 4.53 4.53 4.74 4.3 3.81 3.54 3.54 3.81 3.54 2.92 2.55 2.55 2.92 2.92 2.12 1.58 1.58 2.12 2.55 1.58 0.71 0.71 1.58 2.55 1.58 0.71 0.71 1.58 2.92 2.12 1.58 1.58 2.12 
7.07 7.21 5.39 5.66 3 3.16 1 99999 3.16 2 7.38 6.96 6.67 6.52 6.52 6.52 6.04 5.7 5.52 5.52 5.7 5.15 4.74 4.53 4.53 4.95 4.3 3.81 3.54 3.54 4.3 3.54 2.92 2.55 2.55 3.81 2.92 2.12 1.58 1.58 3.54 2.55 1.58 0.71 0.71 3.54 2.55 1.58 0.71 0.71 3.81 2.92 2.12 1.58 1.58 
8.25 7.07 6.08 5.1 5 2 2.24 3.16 99999 3.16 7.52 7.52 7.65 7.91 8.28 6.52 6.52 6.67 6.96 7.38 5.52 5.52 5.7 6.04 6.52 4.53 4.53 4.74 5.15 5.7 3.54 3.54 3.81 4.3 4.95 2.55 2.55 2.92 3.54 4.3 1.58 1.58 2.12 2.92 3.81 0.71 0.71 1.58 2.55 3.54 0.71 0.71 1.58 2.55 3.54 
9.06 8.94 7.28 7.21 5 4.24 2.24 2 3.16 99999 9.19 8.86 8.63 8.51 8.51 8.28 7.91 7.65 7.52 7.52 7.38 6.96 6.67 6.52 6.52 6.52 6.04 5.7 5.52 5.52 5.7 5.15 4.74 4.53 4.53 4.95 4.3 3.81 3.54 3.54 4.3 3.54 2.92 2.55 2.55 3.81 2.92 2.12 1.58 1.58 3.54 2.55 1.58 0.71 0.71 
2.55 0.71 2.12 2.55 4.95 5.52 6.96 7.38 7.52 9.19 99999 1 2 3 4 1 1.41 2.24 3.16 4.12 2 2.24 2.83 3.61 4.47 3 3.16 3.61 4.24 5 4 4.12 4.47 5 5.66 5 5.1 5.39 5.83 6.4 6 6.08 6.32 6.71 7.21 7 7.07 7.28 7.62 8.06 8 8.06 8.25 8.54 8.94 
1.58 1.58 1.58 2.92 4.3 5.52 6.67 6.96 7.52 8.86 1 99999 1 2 3 1.41 1 1.41 2.24 3.16 2.24 2 2.24 2.83 3.61 3.16 3 3.16 3.61 4.24 4.12 4 4.12 4.47 5 5.1 5 5.1 5.39 5.83 6.08 6 6.08 6.32 6.71 7.07 7 7.07 7.28 7.62 8.06 8 8.06 8.25 8.54 
0.71 2.55 1.58 3.54 3.81 5.7 6.52 6.67 7.65 8.63 2 1 99999 1 2 2.24 1.41 1 1.41 2.24 2.83 2.24 2 2.24 2.83 3.61 3.16 3 3.16 3.61 4.47 4.12 4 4.12 4.47 5.39 5.1 5 5.1 5.39 6.32 6.08 6 6.08 6.32 7.28 7.07 7 7.07 7.28 8.25 8.06 8 8.06 8.25 
0.71 3.54 2.12 4.3 3.54 6.04 6.52 6.52 7.91 8.51 3 2 1 99999 1 3.16 2.24 1.41 1 1.41 3.61 2.83 2.24 2 2.24 4.24 3.61 3.16 3 3.16 5 4.47 4.12 4 4.12 5.83 5.39 5.1 5 5.1 6.71 6.32 6.08 6 6.08 7.62 7.28 7.07 7 7.07 8.54 8.25 8.06 8 8.06 
1.58 4.53 2.92 5.15 3.54 6.52 6.67 6.52 8.28 8.51 4 3 2 1 99999 4.12 3.16 2.24 1.41 1 4.47 3.61 2.83 2.24 2 5 4.24 3.61 3.16 3 5.66 5 4.47 4.12 4 6.4 5.83 5.39 5.1 5 7.21 6.71 6.32 6.08 6 8.06 7.62 7.28 7.07 7 8.94 8.54 8.25 8.06 8 
2.92 0.71 1.58 1.58 4.3 4.53 6.04 6.52 6.52 8.28 1 1.41 2.24 3.16 4.12 99999 1 2 3 4 1 1.41 2.24 3.16 4.12 2 2.24 2.83 3.61 4.47 3 3.16 3.61 4.24 5 4 4.12 4.47 5 5.66 5 5.1 5.39 5.83 6.4 6 6.08 6.32 6.71 7.21 7 7.07 7.28 7.62 8.06 
2.12 1.58 0.71 2.12 3.54 4.53 5.7 6.04 6.52 7.91 1.41 1 1.41 2.24 3.16 1 99999 1 2 3 1.41 1 1.41 2.24 3.16 2.24 2 2.24 2.83 3.61 3.16 3 3.16 3.61 4.24 4.12 4 4.12 4.47 5 5.1 5 5.1 5.39 5.83 6.08 6 6.08 6.32 6.71 7.07 7 7.07 7.28 7.62 
1.58 2.55 0.71 2.92 2.92 4.74 5.52 5.7 6.67 7.65 2.24 1.41 1 1.41 2.24 2 1 99999 1 2 2.24 1.41 1 1.41 2.24 2.83 2.24 2 2.24 2.83 3.61 3.16 3 3.16 3.61 4.47 4.12 4 4.12 4.47 5.39 5.1 5 5.1 5.39 6.32 6.08 6 6.08 6.32 7.28 7.07 7 7.07 7.28 
1.58 3.54 1.58 3.81 2.55 5.15 5.52 5.52 6.96 7.52 3.16 2.24 1.41 1 1.41 3 2 1 99999 1 3.16 2.24 1.41 1 1.41 3.61 2.83 2.24 2 2.24 4.24 3.61 3.16 3 3.16 5 4.47 4.12 4 4.12 5.83 5.39 5.1 5 5.1 6.71 6.32 6.08 6 6.08 7.62 7.28 7.07 7 7.07 
