81 1 1 3 64
2 20 1 5
150 20 0 6

0 6 0 1 9 10 18 19 
1 6 54 55 63 64 72 73 
2 6 69 70 71 78 79 80 
3 9 5 6 7 14 15 16 23 24 25 
4 9 36 37 38 45 46 47 54 55 56 
5 4 0 1 9 10 
6 4 1 2 10 11 
7 4 2 3 11 12 
8 4 3 4 12 13 
9 4 4 5 13 14 
10 4 5 6 14 15 
11 4 6 7 15 16 
12 4 7 8 16 17 
13 4 9 10 18 19 
14 4 10 11 19 20 
15 4 11 12 20 21 
16 4 12 13 21 22 
17 4 13 14 22 23 
18 4 14 15 23 24 
19 4 15 16 24 25 
20 4 16 17 25 26 
21 4 18 19 27 28 
22 4 19 20 28 29 
23 4 20 21 29 30 
24 4 21 22 30 31 
25 4 22 23 31 32 
26 4 23 24 32 33 
27 4 24 25 33 34 
28 4 25 26 34 35 
29 4 27 28 36 37 
30 4 28 29 37 38 
31 4 29 30 38 39 
32 4 30 31 39 40 
33 4 31 32 40 41 
34 4 32 33 41 42 
35 4 33 34 42 43 
36 4 34 35 43 44 
37 4 36 37 45 46 
38 4 37 38 46 47 
39 4 38 39 47 48 
40 4 39 40 48 49 
41 4 40 41 49 50 
42 4 41 42 50 51 
43 4 42 43 51 52 
44 4 43 44 52 53 
45 4 45 46 54 55 
46 4 46 47 55 56 
47 4 47 48 56 57 
48 4 48 49 57 58 
49 4 49 50 58 59 
50 4 50 51 59 60 
51 4 51 52 60 61 
52 4 52 53 61 62 
53 4 54 55 63 64 
54 4 55 56 64 65 
55 4 56 57 65 66 
56 4 57 58 66 67 
57 4 58 59 67 68 
58 4 59 60 68 69 
59 4 60 61 69 70 
60 4 61 62 70 71 
61 4 63 64 72 73 
62 4 64 65 73 74 
63 4 65 66 74 75 
64 4 66 67 75 76 
65 4 67 68 76 77 
66 4 68 69 77 78 
67 4 69 70 78 79 
68 4 70 71 79 80 

99999 6 4.12 6 9.9 0.71 1.58 2.55 3.54 4.53 5.52 6.52 7.52 0.71 1.58 2.55 3.54 4.53 5.52 6.52 7.52 1.58 2.12 2.92 3.81 4.74 5.7 6.67 7.65 2.55 2.92 3.54 4.3 5.15 6.04 6.96 7.91 3.54 3.81 4.3 4.95 5.7 6.52 7.38 8.28 4.53 4.74 5.15 5.7 6.36 7.11 7.91 8.75 5.52 5.7 6.04 6.52 7.11 7.78 8.51 9.3 6.52 6.67 6.96 7.38 7.91 8.51 9.19 9.92 
6 99999 6.4 8.49 7.07 5.52 4.53 3.54 2.55 1.58 0.71 0.71 1.58 5.52 4.53 3.54 2.55 1.58 0.71 0.71 1.58 5.7 4.74 3.81 2.92 2.12 1.58 1.58 2.12 6.04 5.15 4.3 3.54 2.92 2.55 2.55 2.92 6.52 5.7 4.95 4.3 3.81 3.54 3.54 3.81 7.11 6.36 5.7 5.15 4.74 4.53 4.53 4.74 7.78 7.11 6.52 6.04 5.7 5.52 5.52 5.7 8.51 7.91 7.38 6.96 6.67 6.52 6.52 6.67 
4.12 6.4 99999 2.24 6.71 4.53 4.53 4.74 5.15 5.7 6.36 7.11 7.91 3.54 3.54 3.81 4.3 4.95 5.7 6.52 7.38 2.55 2.55 2.92 3.54 4.3 5.15 6.04 6.96 1.58 1.58 2.12 2.92 3.81 4.74 5.7 6.67 0.71 0.71 1.58 2.55 3.54 4.53 5.52 6.52 0.71 0.71 1.58 2.55 3.54 4.53 5.52 6.52 1.58 1.58 2.12 2.92 3.81 4.74 5.7 6.67 2.55 2.55 2.92 3.54 4.3 5.15 6.04 6.96 
6 8.49 2.24 99999 7.07 6.52 6.67 6.96 7.38 7.91 8.51 9.19 9.92 5.52 5.7 6.04 6.52 7.11 7.78 8.51 9.3 4.53 4.74 5.15 5.7 6.36 7.11 7.91 8.75 3.54 3.81 4.3 4.95 5.7 6.52 7.38 8.28 2.55 2.92 3.54 4.3 5.15 6.04 6.96 7.91 1.58 2.12 2.92 3.81 4.74 5.7 6.67 7.65 0.71 1.58 2.55 3.54 4.53 5.52 6.52 7.52 0.71 1.58 2.55 3.54 4.53 5.52 6.52 7.52 
9.9 7.07 6.71 7.07 99999 9.92 9.3 8.75 8.28 7.91 7.65 7.52 7.52 9.19 8.51 7.91 7.38 6.96 6.67 6.52 6.52 8.51 7.78 7.11 6.52 6.04 5.7 5.52 5.52 7.91 7.11 6.36 5.7 5.15 4.74 4.53 4.53 7.38 6.52 5.7 4.95 4.3 3.81 3.54 3.54 6.96 6.04 5.15 4.3 3.54 2.92 2.55 2.55 6.67 5.7 4.74 3.81 2.92 2.12 1.58 1.58 6.52 5.52 4.53 3.54 2.55 1.58 0.71 0.71 
0.71 5.52 4.53 6.52 9.92 99999 1 2 3 4 5 6 7 1 1.41 2.24 3.16 4.12 5.1 6.08 7.07 2 2.24 2.83 3.61 4.47 5.39 6.32 7.28 3 3.16 3.61 4.24 5 5.83 6.71 7.62 4 4.12 4.47 5 5.66 6.4 7.21 8.06 5 5.1 5.39 5.83 6.4 7.07 7.81 8.6 6 6.08 6.32 6.71 7.21 7.81 8.49 9.22 7 7.07 7.28 7.62 8.06 8.6 9.22 9.9 
1.58 4.53 4.53 6.67 9.3 1 99999 1 2 3 4 5 6 1.41 1 1.41 2.24 3.16 4.12 5.1 6.08 2.24 2 2.24 2.83 3.61 4.47 5.39 6.32 3.16 3 3.16 3.61 4.24 5 5.83 6.71 4.12 4 4.12 4.47 5 5.66 6.4 7.21 5.1 5 5.1 5.39 5.83 6.4 7.07 7.81 6.08 6 6.08 6.32 6.71 7.21 7.81 8.49 7.07 7 7.07 7.28 7.62 8.06 8.6 9.22 
2.55 3.54 4.74 6.96 8.75 2 1 99999 1 2 3 4 5 2.24 1.41 1 1.41 2.24 3.16 4.12 5.15 2.83 2.24 2 2.24 2.83 3.61 4.47 5.39 3.61 3.16 3 3.16 3.61 4.24 5 5.83 4.47 4.12 4 4.12 4.47 5 5.66 6.4 5.39 5.1 5 5.1 5.39 5.83 6.4 7.07 6.32 6.08 6 6.08 6.32 6.71 7.21 7.81 7.28 7.07 7 7.07 7.28 7.62 8.06 8.6 
3.54 2.55 5.15 7.38 8.28 3 2 1 99999 1 2 3 4 3.16 2.24 1.41 1 1.41 2.24 3.16 4.12 3.61 2.83 2.24 2 2.24 2.83 3.61 4.47 4.24 3.61 3.16 3 3.16 3.61 4.24 5 5 4.47 4.12 4 4.12 4.47 5 5.66 5.83 5.39 5.1 5 5.1 5.39 5.83 6.4 6.71 6.32 6.08 6 6.08 6.32 6.71 7.21 7.62 7.28 7.07 7 7.07 7.28 7.62 8.06 
4.53 1.58 5.7 7.91 7.91 4 3 2 1 99999 1 2 3 4.12 3.16 2.24 1.41 1 1.41 2.24 3.16 4.47 3.61 2.83 2.24 2 2.24 2.83 3.61 5 4.24 3.61 3.16 3 3.16 3.61 4.24 5.66 5 4.47 4.12 4 4.12 4.47 5 6.4 5.83 5.39 5.1 5 5.1 5.39 5.83 7.21 6.71 6.32 6.08 6 6.08 6.32 6.71 8.06 7.62 7.28 7.07 7 7.07 7.28 7.62 
5.52 0.71 6.36 8.51 7.65 5 4 3 2 1 99999 1 2 5.1 4.12 3.16 2.24 1.41 1 1.41 2.24 5.39 4.47 3.61 2.83 2.24 2 2.24 2.83 5.83 5 4.24 3.61 3.16 3 3.16 3.61 6.4 5.66 5 4.47 4.12 4 4.12 4.47 7.07 6.4 5.83 5.39 5.1 5 5.1 5.39 7.81 7.21 6.71 6.32 6.08 6 6.08 6.32 8.6 8.06 7.62 7.28 7.07 7 7.07 7.28 
6.52 0.71 7.11 9.19 7.52 6 5 4 3 2 1 99999 1 6.08 5.1 4.12 3.16 2.24 1.41 1 1.41 6.32 5.39 4.47 3.61 2.83 2.24 2 2.24 6.71 5.83 5 4.24 3.61 3.16 3 3.16 7.21 6.4 5.66 5 4.47 4.12 4 4.12 7.81 7.07 6.4 5.83 5.39 5.1 5 5.1 8.49 7.81 7.21 6.71 6.32 6.08 6 6.08 9.22 8.6 8.06 7.62 7.28 7.07 7 7.07 
7.52 1.58 7.91 9.92 7.52 7 6 5 4 3 2 1 99999 7.07 6.08 5.1 4.12 3.16 2.24 1.41 1 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2 7.62 6.71 5.83 5 4.24 3.61 3.16 3 8.06 7.21 6.4 5.66 5 4.47 4.12 4 8.6 7.81 7.07 6.4 5.83 5.39 5.1 5 9.22 8.49 7.81 7.21 6.71 6.32 6.08 6 9.9 9.22 8.6 8.06 7.62 7.28 7.07 7 
0.71 5.52 3.54 5.52 9.19 1 1.41 2.24 3.16 4.12 5.1 6.08 7.07 99999 1 2 3 4 5 6 7 1 1.41 2.24 3.16 4.12 5.1 6.08 7.07 2 2.24 2.83 3.61 4.47 5.39 6.32 7.28 3 3.16 3.61 4.24 5 5.83 6.71 7.62 4 4.12 4.47 5 5.66 6.4 7.21 8.06 5 5.1 5.39 5.83 6.4 7.07 7.81 8.6 6 6.08 6.32 6.71 7.21 7.81 8.49 9.22 
1.58 4.53 3.54 5.7 8.51 1.41 1 1.41 2.24 3.16 4.12 5.1 6.08 1 99999 1 2 3 4 5 6 1.41 1 1.41 2.24 3.16 4.12 5.1 6.08 2.24 2 2.24 2.83 3.61 4.47 5.39 6.32 3.16 3 3.16 3.61 4.24 5 5.83 6.71 4.12 4 4.12 4.47 5 5.66 6.4 7.21 5.1 5 5.1 5.39 5.83 6.4 7.07 7.81 6.08 6 6.08 6.32 6.71 7.21 7.81 8.49 
2.55 3.54 3.81 6.04 7.91 2.24 1.41 1 1.41 2.24 3.16 4.12 5.15 2 1 99999 1 2 3 4 5 2.24 1.41 1 1.41 2.24 3.16 4.12 5.15 2.83 2.24 2 2.24 2.83 3.61 4.47 5.39 3.61 3.16 3 3.16 3.61 4.24 5 5.83 4.47 4.12 4 4.12 4.47 5 5.66 6.4 5.39 5.1 5 5.1 5.39 5.83 6.4 7.07 6.32 6.08 6 6.08 6.32 6.71 7.21 7.81 
3.54 2.55 4.3 6.52 7.38 3.16 2.24 1.41 1 1.41 2.24 3.16 4.12 3 2 1 99999 1 2 3 4 3.16 2.24 1.41 1 1.41 2.24 3.16 4.12 3.61 2.83 2.24 2 2.24 2.83 3.61 4.47 4.24 3.61 3.16 3 3.16 3.61 4.24 5 5 4.47 4.12 4 4.12 4.47 5 5.66 5.83 5.39 5.1 5 5.1 5.39 5.83 6.4 6.71 6.32 6.08 6 6.08 6.32 6.71 7.21 
4.53 1.58 4.95 7.11 6.96 4.12 3.16 2.24 1.41 1 1.41 2.24 3.16 4 3 2 1 99999 1 2 3 4.12 3.16 2.24 1.41 1 1.41 2.24 3.16 4.47 3.61 2.83 2.24 2 2.24 2.83 3.61 5 4.24 3.61 3.16 3 3.16 3.61 4.24 5.66 5 4.47 4.12 4 4.12 4.47 5 6.4 5.83 5.39 5.1 5 5.1 5.39 5.83 7.21 6.71 6.32 6.08 6 6.08 6.32 6.71 
5.52 0.71 5.7 7.78 6.67 5.1 4.12 3.16 2.24 1.41 1 1.41 2.24 5 4 3 2 1 99999 1 2 5.1 4.12 3.16 2.24 1.41 1 1.41 2.24 5.39 4.47 3.61 2.83 2.24 2 2.24 2.83 5.83 5 4.24 3.61 3.16 3 3.16 3.61 6.4 5.66 5 4.47 4.12 4 4.12 4.47 7.07 6.4 5.83 5.39 5.1 5 5.1 5.39 7.81 7.21 6.71 6.32 6.08 6 6.08 6.32 
6.52 0.71 6.52 8.51 6.52 6.08 5.1 4.12 3.16 2.24 1.41 1 1.41 6 5 4 3 2 1 99999 1 6.08 5.1 4.12 3.16 2.24 1.41 1 1.41 6.32 5.39 4.47 3.61 2.83 2.24 2 2.24 6.71 5.83 5 4.24 3.61 3.16 3 3.16 7.21 6.4 5.66 5 4.47 4.12 4 4.12 7.81 7.07 6.4 5.83 5.39 5.1 5 5.1 8.49 7.81 7.21 6.71 6.32 6.08 6 6.08 
7.52 1.58 7.38 9.3 6.52 7.07 6.08 5.1 4.12 3.16 2.24 1.41 1 7 6 5 4 3 2 1 99999 7.07 6.08 5.1 4.12 3.16 2.24 1.41 1 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2 7.62 6.71 5.83 5 4.24 3.61 3.16 3 8.06 7.21 6.4 5.66 5 4.47 4.12 4 8.6 7.81 7.07 6.4 5.83 5.39 5.1 5 9.22 8.49 7.81 7.21 6.71 6.32 6.08 6 
1.58 5.7 2.55 4.53 8.51 2 2.24 2.83 3.61 4.47 5.39 6.32 7.28 1 1.41 2.24 3.16 4.12 5.1 6.08 7.07 99999 1 2 3 4 5 6 7 1 1.41 2.24 3.16 4.12 5.1 6.08 7.07 2 2.24 2.83 3.61 4.47 5.39 6.32 7.28 3 3.16 3.61 4.24 5 5.83 6.71 7.62 4 4.12 4.47 5 5.66 6.4 7.21 8.06 5 5.1 5.39 5.83 6.4 7.07 7.81 8.6 
