81 3 1 6 64
2 20 1 5
150 20 0 6

0 9 6 7 8 15 16 17 24 25 26 
1 6 9 10 18 19 27 28 
2 9 15 16 17 24 25 26 33 34 35 
3 9 20 21 22 29 30 31 38 39 40 
4 9 29 30 31 38 39 40 47 48 49 
5 9 37 38 39 46 47 48 55 56 57 
6 9 41 42 43 50 51 52 59 60 61 
7 6 52 53 61 62 70 71 
8 9 55 56 57 64 65 66 73 74 75 
9 9 56 57 58 65 66 67 74 75 76 
10 4 0 1 9 10 
11 4 1 2 10 11 
12 4 2 3 11 12 
13 4 3 4 12 13 
14 4 4 5 13 14 
15 4 5 6 14 15 
16 4 6 7 15 16 
17 4 7 8 16 17 
18 4 9 10 18 19 
19 4 10 11 19 20 
20 4 11 12 20 21 
21 4 12 13 21 22 
22 4 13 14 22 23 
23 4 14 15 23 24 
24 4 15 16 24 25 
25 4 16 17 25 26 
26 4 18 19 27 28 
27 4 19 20 28 29 
28 4 20 21 29 30 
29 4 21 22 30 31 
30 4 22 23 31 32 
31 4 23 24 32 33 
32 4 24 25 33 34 
33 4 25 26 34 35 
34 4 27 28 36 37 
35 4 28 29 37 38 
36 4 29 30 38 39 
37 4 30 31 39 40 
38 4 31 32 40 41 
39 4 32 33 41 42 
40 4 33 34 42 43 
41 4 34 35 43 44 
42 4 36 37 45 46 
43 4 37 38 46 47 
44 4 38 39 47 48 
45 4 39 40 48 49 
46 4 40 41 49 50 
47 4 41 42 50 51 
48 4 42 43 51 52 
49 4 43 44 52 53 
50 4 45 46 54 55 
51 4 46 47 55 56 
52 4 47 48 56 57 
53 4 48 49 57 58 
54 4 49 50 58 59 
55 4 50 51 59 60 
56 4 51 52 60 61 
57 4 52 53 61 62 
58 4 54 55 63 64 
59 4 55 56 64 65 
60 4 56 57 65 66 
61 4 57 58 66 67 
62 4 58 59 67 68 
63 4 59 60 68 69 
64 4 60 61 69 70 
65 4 61 62 70 71 
66 4 63 64 72 73 
67 4 64 65 73 74 
68 4 65 66 74 75 
69 4 66 67 75 76 
70 4 67 68 76 77 
71 4 68 69 77 78 
72 4 69 70 78 79 
73 4 70 71 79 80 

99999 7.07 1 4.47 5 6.4 4.12 5.1 7.81 7.21 6.52 5.52 4.53 3.54 2.55 1.58 0.71 0.71 6.52 5.52 4.53 3.54 2.55 1.58 0.71 0.71 6.67 5.7 4.74 3.81 2.92 2.12 1.58 1.58 6.96 6.04 5.15 4.3 3.54 2.92 2.55 2.55 7.38 6.52 5.7 4.95 4.3 3.81 3.54 3.54 7.91 7.11 6.36 5.7 5.15 4.74 4.53 4.53 8.51 7.78 7.11 6.52 6.04 5.7 5.52 5.52 9.19 8.51 7.91 7.38 6.96 6.67 6.52 6.52 
7.07 99999 7 3.16 3.61 3.61 6.71 8.94 5.39 5.83 1.58 2.12 2.92 3.81 4.74 5.7 6.67 7.65 0.71 1.58 2.55 3.54 4.53 5.52 6.52 7.52 0.71 1.58 2.55 3.54 4.53 5.52 6.52 7.52 1.58 2.12 2.92 3.81 4.74 5.7 6.67 7.65 2.55 2.92 3.54 4.3 5.15 6.04 6.96 7.91 3.54 3.81 4.3 4.95 5.7 6.52 7.38 8.28 4.53 4.74 5.15 5.7 6.36 7.11 7.91 8.75 5.52 5.7 6.04 6.52 7.11 7.78 8.51 9.3 
1 7 99999 4.12 4.47 5.83 3.16 4.12 7.07 6.4 6.67 5.7 4.74 3.81 2.92 2.12 1.58 1.58 6.52 5.52 4.53 3.54 2.55 1.58 0.71 0.71 6.52 5.52 4.53 3.54 2.55 1.58 0.71 0.71 6.67 5.7 4.74 3.81 2.92 2.12 1.58 1.58 6.96 6.04 5.15 4.3 3.54 2.92 2.55 2.55 7.38 6.52 5.7 4.95 4.3 3.81 3.54 3.54 7.91 7.11 6.36 5.7 5.15 4.74 4.53 4.53 8.51 7.78 7.11 6.52 6.04 5.7 5.52 5.52 
4.47 3.16 4.12 99999 1 2.24 3.61 5.83 4.12 4 3.54 2.92 2.55 2.55 2.92 3.54 4.3 5.15 2.92 2.12 1.58 1.58 2.12 2.92 3.81 4.74 2.55 1.58 0.71 0.71 1.58 2.55 3.54 4.53 2.55 1.58 0.71 0.71 1.58 2.55 3.54 4.53 2.92 2.12 1.58 1.58 2.12 2.92 3.81 4.74 3.54 2.92 2.55 2.55 2.92 3.54 4.3 5.15 4.3 3.81 3.54 3.54 3.81 4.3 4.95 5.7 5.15 4.74 4.53 4.53 4.74 5.15 5.7 6.36 
5 3.61 4.47 1 99999 1.41 3.16 5.39 3.16 3 4.3 3.81 3.54 3.54 3.81 4.3 4.95 5.7 3.54 2.92 2.55 2.55 2.92 3.54 4.3 5.15 2.92 2.12 1.58 1.58 2.12 2.92 3.81 4.74 2.55 1.58 0.71 0.71 1.58 2.55 3.54 4.53 2.55 1.58 0.71 0.71 1.58 2.55 3.54 4.53 2.92 2.12 1.58 1.58 2.12 2.92 3.81 4.74 3.54 2.92 2.55 2.55 2.92 3.54 4.3 5.15 4.3 3.81 3.54 3.54 3.81 4.3 4.95 5.7 
6.4 3.61 5.83 2.24 1.41 99999 4 6.08 2 2.24 4.74 4.53 4.53 4.74 5.15 5.7 6.36 7.11 3.81 3.54 3.54 3.81 4.3 4.95 5.7 6.52 2.92 2.55 2.55 2.92 3.54 4.3 5.15 6.04 2.12 1.58 1.58 2.12 2.92 3.81 4.74 5.7 1.58 0.71 0.71 1.58 2.55 3.54 4.53 5.52 1.58 0.71 0.71 1.58 2.55 3.54 4.53 5.52 2.12 1.58 1.58 2.12 2.92 3.81 4.74 5.7 2.92 2.55 2.55 2.92 3.54 4.3 5.15 6.04 
4.12 6.71 3.16 3.61 3.16 4 99999 2.24 4.47 3.61 7.11 6.36 5.7 5.15 4.74 4.53 4.53 4.74 6.52 5.7 4.95 4.3 3.81 3.54 3.54 3.81 6.04 5.15 4.3 3.54 2.92 2.55 2.55 2.92 5.7 4.74 3.81 2.92 2.12 1.58 1.58 2.12 5.52 4.53 3.54 2.55 1.58 0.71 0.71 1.58 5.52 4.53 3.54 2.55 1.58 0.71 0.71 1.58 5.7 4.74 3.81 2.92 2.12 1.58 1.58 2.12 6.04 5.15 4.3 3.54 2.92 2.55 2.55 2.92 
5.1 8.94 4.12 5.83 5.39 6.08 2.24 99999 6.08 5.1 9.3 8.51 7.78 7.11 6.52 6.04 5.7 5.52 8.75 7.91 7.11 6.36 5.7 5.15 4.74 4.53 8.28 7.38 6.52 5.7 4.95 4.3 3.81 3.54 7.91 6.96 6.04 5.15 4.3 3.54 2.92 2.55 7.65 6.67 5.7 4.74 3.81 2.92 2.12 1.58 7.52 6.52 5.52 4.53 3.54 2.55 1.58 0.71 7.52 6.52 5.52 4.53 3.54 2.55 1.58 0.71 7.65 6.67 5.7 4.74 3.81 2.92 2.12 1.58 
7.81 5.39 7.07 4.12 3.16 2 4.47 6.08 99999 1 6.67 6.52 6.52 6.67 6.96 7.38 7.91 8.51 5.7 5.52 5.52 5.7 6.04 6.52 7.11 7.78 4.74 4.53 4.53 4.74 5.15 5.7 6.36 7.11 3.81 3.54 3.54 3.81 4.3 4.95 5.7 6.52 2.92 2.55 2.55 2.92 3.54 4.3 5.15 6.04 2.12 1.58 1.58 2.12 2.92 3.81 4.74 5.7 1.58 0.71 0.71 1.58 2.55 3.54 4.53 5.52 1.58 0.71 0.71 1.58 2.55 3.54 4.53 5.52 
7.21 5.83 6.4 4 3 2.24 3.61 5.1 1 99999 6.96 6.67 6.52 6.52 6.67 6.96 7.38 7.91 6.04 5.7 5.52 5.52 5.7 6.04 6.52 7.11 5.15 4.74 4.53 4.53 4.74 5.15 5.7 6.36 4.3 3.81 3.54 3.54 3.81 4.3 4.95 5.7 3.54 2.92 2.55 2.55 2.92 3.54 4.3 5.15 2.92 2.12 1.58 1.58 2.12 2.92 3.81 4.74 2.55 1.58 0.71 0.71 1.58 2.55 3.54 4.53 2.55 1.58 0.71 0.71 1.58 2.55 3.54 4.53 
