100 12 1 2 81
2 30 1 5
150 20 0 6

0 6 0 1 2 10 11 12 
1 6 70 71 80 81 90 91 
2 6 8 9 18 19 28 29 
3 6 10 11 20 21 30 31 
4 6 85 86 87 95 96 97 
5 6 87 88 89 97 98 99 
6 6 18 19 28 29 38 39 
7 9 24 25 26 34 35 36 44 45 46 
8 9 31 32 33 41 42 43 51 52 53 
9 9 35 36 37 45 46 47 55 56 57 
10 9 63 64 65 73 74 75 83 84 85 
11 9 64 65 66 74 75 76 84 85 86 
12 9 66 67 68 76 77 78 86 87 88 
13 9 4 5 6 14 15 16 24 25 26 
14 9 10 11 12 20 21 22 30 31 32 
15 4 0 1 10 11 
16 4 1 2 11 12 
17 4 2 3 12 13 
18 4 3 4 13 14 
19 4 4 5 14 15 
20 4 5 6 15 16 
21 4 6 7 16 17 
22 4 7 8 17 18 
23 4 8 9 18 19 
24 4 10 11 20 21 
25 4 11 12 21 22 
26 4 12 13 22 23 
27 4 13 14 23 24 
28 4 14 15 24 25 
29 4 15 16 25 26 
30 4 16 17 26 27 
31 4 17 18 27 28 
32 4 18 19 28 29 
33 4 20 21 30 31 
34 4 21 22 31 32 
35 4 22 23 32 33 
36 4 23 24 33 34 
37 4 24 25 34 35 
38 4 25 26 35 36 
39 4 26 27 36 37 
40 4 27 28 37 38 
41 4 28 29 38 39 
42 4 30 31 40 41 
43 4 31 32 41 42 
44 4 32 33 42 43 
45 4 33 34 43 44 
46 4 34 35 44 45 
47 4 35 36 45 46 
48 4 36 37 46 47 
49 4 37 38 47 48 
50 4 38 39 48 49 
51 4 40 41 50 51 
52 4 41 42 51 52 
53 4 42 43 52 53 
54 4 43 44 53 54 
55 4 44 45 54 55 
56 4 45 46 55 56 
57 4 46 47 56 57 
58 4 47 48 57 58 
59 4 48 49 58 59 
60 4 50 51 60 61 
61 4 51 52 61 62 
62 4 52 53 62 63 
63 4 53 54 63 64 
64 4 54 55 64 65 
65 4 55 56 65 66 
66 4 56 57 66 67 
67 4 57 58 67 68 
68 4 58 59 68 69 
69 4 60 61 70 71 
70 4 61 62 71 72 
71 4 62 63 72 73 
72 4 63 64 73 74 
73 4 64 65 74 75 
74 4 65 66 75 76 
75 4 66 67 76 77 
76 4 67 68 77 78 
77 4 68 69 78 79 
78 4 70 71 80 81 
79 4 71 72 81 82 
80 4 72 73 82 83 
81 4 73 74 83 84 
82 4 74 75 84 85 
83 4 75 76 85 86 
84 4 76 77 86 87 
85 4 77 78 87 88 
86 4 78 79 88 89 
87 4 80 81 90 91 
88 4 81 82 91 92 
89 4 82 83 92 93 
90 4 83 84 93 94 
91 4 84 85 94 95 
92 4 85 86 95 96 
93 4 86 87 96 97 
94 4 87 88 97 98 
95 4 88 89 98 99 

