81 6 1 3 64
2 15 1 5
150 20 0 6

0 4 45 46 54 55
1 4 40 41 49 50
2 4 66 67 75 76
3 4 47 48 56 57
4 4 27 28 36 37
5 4 59 60 68 69
6 6 54 63 64 72 73 74
7 6 23 24 25 32 33 34
8 6 11 12 13 20 21 22
9 6 62 70 71 78 79 80
10 4 0 1 9 10 
11 4 1 2 10 11 
12 4 2 3 11 12 
13 4 3 4 12 13 
14 4 4 5 13 14 
15 4 5 6 14 15 
16 4 6 7 15 16 
17 4 7 8 16 17 
18 4 9 10 18 19 
19 4 10 11 19 20 
20 4 11 12 20 21 
21 4 12 13 21 22 
22 4 13 14 22 23 
23 4 14 15 23 24 
24 4 15 16 24 25 
25 4 16 17 25 26 
26 4 18 19 27 28 
27 4 19 20 28 29 
28 4 20 21 29 30 
29 4 21 22 30 31 
30 4 22 23 31 32 
31 4 23 24 32 33 
32 4 24 25 33 34 
33 4 25 26 34 35 
34 4 27 28 36 37 
35 4 28 29 37 38 
36 4 29 30 38 39 
37 4 30 31 39 40 
38 4 31 32 40 41 
39 4 32 33 41 42 
40 4 33 34 42 43 
41 4 34 35 43 44 
42 4 36 37 45 46 
43 4 37 38 46 47 
44 4 38 39 47 48 
45 4 39 40 48 49 
46 4 40 41 49 50 
47 4 41 42 50 51 
48 4 42 43 51 52 
49 4 43 44 52 53 
50 4 45 46 54 55 
51 4 46 47 55 56 
52 4 47 48 56 57 
53 4 48 49 57 58 
54 4 49 50 58 59 
55 4 50 51 59 60 
56 4 51 52 60 61 
57 4 52 53 61 62 
58 4 54 55 63 64 
59 4 55 56 64 65 
60 4 56 57 65 66 
61 4 57 58 66 67 
62 4 58 59 67 68 
63 4 59 60 68 69 
64 4 60 61 69 70 
65 4 61 62 70 71 
66 4 63 64 72 73 
67 4 64 65 73 74 
68 4 65 66 74 75 
69 4 66 67 75 76 
70 4 67 68 76 77 
71 4 68 69 77 78 
72 4 69 70 78 79 
73 4 70 71 79 80 

99999 1.58 1.59 0.88 0.88 2.4 1.38 2.96 2.19 3.88 2.38 2.4 2.53 2.74 3.03 3.36 3.73 4.13 1.88 1.91 2.07 2.33 2.65 3.03 3.43 3.86 1.38 1.43 1.63 1.94 2.33 2.74 3.19 3.64 0.88 0.95 1.24 1.63 2.07 2.53 3.01 3.49 0.4 0.53 0.95 1.43 1.91 2.4 2.9 3.4 0.18 0.4 0.88 1.38 1.88 2.38 2.88 3.38 0.64 0.73 1.08 1.51 1.98 2.46 2.94 3.43 1.13 1.19 1.43 1.78 2.19 2.63 3.09 3.56 
1.58 99999 1.67 0.73 1.43 1.24 2.48 1.43 1.43 2.83 2.48 2.19 1.98 1.88 1.91 2.07 2.33 2.65 2.13 1.78 1.51 1.38 1.43 1.63 1.94 2.33 1.85 1.43 1.08 0.88 0.95 1.24 1.63 2.07 1.67 1.19 0.73 0.4 0.53 0.95 1.43 1.91 1.63 1.13 0.64 0.18 0.4 0.88 1.38 1.88 1.74 1.29 0.88 0.64 0.73 1.08 1.51 1.98 1.98 1.59 1.29 1.13 1.19 1.43 1.78 2.19 2.3 1.98 1.74 1.63 1.67 1.85 2.13 2.48 
1.59 1.67 99999 1.27 2.24 1.46 1.27 2.92 3.0 2.51 3.72 3.58 3.51 3.51 3.58 3.72 3.91 4.16 3.25 3.09 3.01 3.01 3.09 3.25 3.47 3.75 2.8 2.61 2.51 2.51 2.61 2.8 3.05 3.36 2.36 2.14 2.02 2.02 2.14 2.36 2.66 3.01 1.95 1.68 1.52 1.52 1.68 1.95 2.3 2.7 1.6 1.25 1.03 1.03 1.25 1.6 2.02 2.46 1.35 0.9 0.56 0.56 0.9 1.35 1.82 2.3 1.25 0.75 0.25 0.25 0.75 1.25 1.75 2.25 
0.88 0.73 1.27 99999 1.06 1.58 1.8 2.15 1.77 3.13 2.46 2.3 2.25 2.3 2.46 2.7 3.01 3.36 2.02 1.82 1.75 1.82 2.02 2.3 2.66 3.05 1.6 1.35 1.25 1.35 1.6 1.95 2.36 2.8 1.25 0.9 0.75 0.9 1.25 1.68 2.14 2.61 1.03 0.56 0.25 0.56 1.03 1.52 2.02 2.51 1.03 0.56 0.25 0.56 1.03 1.52 2.02 2.51 1.25 0.9 0.75 0.9 1.25 1.68 2.14 2.61 1.6 1.35 1.25 1.35 1.6 1.95 2.36 2.8 
0.88 1.43 2.24 1.06 99999 2.57 2.26 2.55 1.41 4.16 1.52 1.52 1.68 1.95 2.3 2.7 3.13 3.58 1.03 1.03 1.25 1.6 2.02 2.46 2.93 3.4 0.56 0.56 0.9 1.35 1.82 2.3 2.8 3.29 0.25 0.25 0.75 1.25 1.75 2.25 2.75 3.25 0.56 0.56 0.9 1.35 1.82 2.3 2.8 3.29 1.03 1.03 1.25 1.6 2.02 2.46 2.93 3.4 1.52 1.52 1.68 1.95 2.3 2.7 3.13 3.58 2.02 2.02 2.14 2.36 2.66 3.01 3.4 3.82 
2.4 1.24 1.46 1.58 2.57 99999 2.69 1.77 2.57 1.6 3.72 3.4 3.13 2.93 2.8 2.75 2.8 2.93 3.36 3.01 2.7 2.46 2.3 2.25 2.3 2.46 3.05 2.66 2.3 2.02 1.82 1.75 1.82 2.02 2.8 2.36 1.95 1.6 1.35 1.25 1.35 1.6 2.61 2.14 1.68 1.25 0.9 0.75 0.9 1.25 2.51 2.02 1.52 1.03 0.56 0.25 0.56 1.03 2.51 2.02 1.52 1.03 0.56 0.25 0.56 1.03 2.61 2.14 1.68 1.25 0.9 0.75 0.9 1.25 
1.38 2.48 1.27 1.8 2.26 2.69 99999 3.89 3.48 3.75 3.75 3.78 3.88 4.04 4.25 4.51 4.8 5.13 3.25 3.29 3.4 3.58 3.82 4.1 4.42 4.78 2.75 2.8 2.93 3.13 3.4 3.72 4.07 4.45 2.25 2.3 2.46 2.7 3.01 3.36 3.75 4.16 1.75 1.82 2.02 2.3 2.66 3.05 3.47 3.91 1.25 1.35 1.6 1.95 2.36 2.8 3.25 3.72 0.75 0.9 1.25 1.68 2.14 2.61 3.09 3.58 0.25 0.56 1.03 1.52 2.02 2.51 3.01 3.51 
2.96 1.43 2.92 2.15 2.55 1.77 3.89 99999 1.58 2.93 2.93 2.46 2.02 1.6 1.25 1.03 1.03 1.25 2.8 2.3 1.82 1.35 0.9 0.56 0.56 0.9 2.75 2.25 1.75 1.25 0.75 0.25 0.25 0.75 2.8 2.3 1.82 1.35 0.9 0.56 0.56 0.9 2.93 2.46 2.02 1.6 1.25 1.03 1.03 1.25 3.13 2.7 2.3 1.95 1.68 1.52 1.52 1.68 3.4 3.01 2.66 2.36 2.14 2.02 2.02 2.14 3.72 3.36 3.05 2.8 2.61 2.51 2.51 2.61 
2.19 1.43 3.0 1.77 1.41 2.57 3.48 1.58 99999 4.1 1.35 0.9 0.56 0.56 0.9 1.35 1.82 2.3 1.25 0.75 0.25 0.25 0.75 1.25 1.75 2.25 1.35 0.9 0.56 0.56 0.9 1.35 1.82 2.3 1.6 1.25 1.03 1.03 1.25 1.6 2.02 2.46 1.95 1.68 1.52 1.52 1.68 1.95 2.3 2.7 2.36 2.14 2.02 2.02 2.14 2.36 2.66 3.01 2.8 2.61 2.51 2.51 2.61 2.8 3.05 3.36 3.25 3.09 3.01 3.01 3.09 3.25 3.47 3.75 
3.88 2.83 2.51 3.13 4.16 1.6 3.75 2.93 4.1 99999 5.3 4.96 4.65 4.37 4.14 3.95 3.82 3.76 4.96 4.6 4.26 3.95 3.69 3.48 3.34 3.26 4.65 4.26 3.89 3.55 3.26 3.02 2.85 2.76 4.37 3.95 3.55 3.18 2.85 2.57 2.37 2.26 4.14 3.69 3.26 2.85 2.47 2.15 1.9 1.77 3.95 3.48 3.02 2.57 2.15 1.77 1.46 1.27 3.82 3.34 2.85 2.37 1.9 1.46 1.06 0.79 3.76 3.26 2.76 2.26 1.77 1.27 0.79 0.35 
2.38 2.48 3.72 2.46 1.52 3.72 3.75 2.93 1.35 5.3 99999 0.5 1.0 1.5 2.0 2.5 3.0 3.5 0.5 0.71 1.12 1.58 2.06 2.55 3.04 3.54 1.0 1.12 1.41 1.8 2.24 2.69 3.16 3.64 1.5 1.58 1.8 2.12 2.5 2.92 3.35 3.81 2.0 2.06 2.24 2.5 2.83 3.2 3.61 4.03 2.5 2.55 2.69 2.92 3.2 3.54 3.91 4.3 3.0 3.04 3.16 3.35 3.61 3.91 4.24 4.61 3.5 3.54 3.64 3.81 4.03 4.3 4.61 4.95 
2.4 2.19 3.58 2.3 1.52 3.4 3.78 2.46 0.9 4.96 0.5 99999 0.5 1.0 1.5 2.0 2.5 3.0 0.71 0.5 0.71 1.12 1.58 2.06 2.55 3.04 1.12 1.0 1.12 1.41 1.8 2.24 2.69 3.16 1.58 1.5 1.58 1.8 2.12 2.5 2.92 3.35 2.06 2.0 2.06 2.24 2.5 2.83 3.2 3.61 2.55 2.5 2.55 2.69 2.92 3.2 3.54 3.91 3.04 3.0 3.04 3.16 3.35 3.61 3.91 4.24 3.54 3.5 3.54 3.64 3.81 4.03 4.3 4.61 
2.53 1.98 3.51 2.25 1.68 3.13 3.88 2.02 0.56 4.65 1.0 0.5 99999 0.5 1.0 1.5 2.0 2.5 1.12 0.71 0.5 0.71 1.12 1.58 2.06 2.55 1.41 1.12 1.0 1.12 1.41 1.8 2.24 2.69 1.8 1.58 1.5 1.58 1.8 2.12 2.5 2.92 2.24 2.06 2.0 2.06 2.24 2.5 2.83 3.2 2.69 2.55 2.5 2.55 2.69 2.92 3.2 3.54 3.16 3.04 3.0 3.04 3.16 3.35 3.61 3.91 3.64 3.54 3.5 3.54 3.64 3.81 4.03 4.3 
2.74 1.88 3.51 2.3 1.95 2.93 4.04 1.6 0.56 4.37 1.5 1.0 0.5 99999 0.5 1.0 1.5 2.0 1.58 1.12 0.71 0.5 0.71 1.12 1.58 2.06 1.8 1.41 1.12 1.0 1.12 1.41 1.8 2.24 2.12 1.8 1.58 1.5 1.58 1.8 2.12 2.5 2.5 2.24 2.06 2.0 2.06 2.24 2.5 2.83 2.92 2.69 2.55 2.5 2.55 2.69 2.92 3.2 3.35 3.16 3.04 3.0 3.04 3.16 3.35 3.61 3.81 3.64 3.54 3.5 3.54 3.64 3.81 4.03 
3.03 1.91 3.58 2.46 2.3 2.8 4.25 1.25 0.9 4.14 2.0 1.5 1.0 0.5 99999 0.5 1.0 1.5 2.06 1.58 1.12 0.71 0.5 0.71 1.12 1.58 2.24 1.8 1.41 1.12 1.0 1.12 1.41 1.8 2.5 2.12 1.8 1.58 1.5 1.58 1.8 2.12 2.83 2.5 2.24 2.06 2.0 2.06 2.24 2.5 3.2 2.92 2.69 2.55 2.5 2.55 2.69 2.92 3.61 3.35 3.16 3.04 3.0 3.04 3.16 3.35 4.03 3.81 3.64 3.54 3.5 3.54 3.64 3.81 
