64 6 1 4 49
2 10 1 5
150 10 0 6

0 4 34 35 42 43
1 4 19 20 27 28
2 4 50 51 58 59
3 4 25 26 33 34
4 4 6 7 14 15
5 4 0 1 8 9
6 6 0 1 2 8 9 10
7 9 13 14 15 21 22 23 29 30 31
8 9 35 36 37 43 44 45 51 52 53
9 9 41 42 43 49 50 51 57 58 59
10 9 37 38 39 45 46 47 53 54 55
11 4 0 1 8 9
12 4 1 2 9 10
13 4 2 3 10 11
14 4 3 4 11 12
15 4 4 5 12 13
16 4 5 6 13 14
17 4 6 7 14 15
18 4 8 9 16 17
19 4 9 10 17 18
20 4 10 11 18 19
21 4 11 12 19 20
22 4 12 13 20 21
23 4 13 14 21 22
24 4 14 15 22 23
25 4 16 17 24 25
26 4 17 18 25 26
27 4 18 19 26 27
28 4 19 20 27 28
29 4 20 21 28 29
30 4 21 22 29 30
31 4 22 23 30 31
32 4 24 25 32 33
33 4 25 26 33 34
34 4 26 27 34 35
35 4 27 28 35 36
36 4 28 29 36 37
37 4 29 30 37 38
38 4 30 31 38 39
39 4 32 33 40 41
40 4 33 34 41 42
41 4 34 35 42 43
42 4 35 36 43 44
43 4 36 37 44 45
44 4 37 38 45 46
45 4 38 39 46 47
46 4 40 41 48 49
47 4 41 42 49 50
48 4 42 43 50 51
49 4 43 44 51 52
50 4 44 45 52 53
51 4 45 46 53 54
52 4 46 47 54 55
53 4 48 49 56 57
54 4 49 50 57 58
55 4 50 51 58 59
56 4 51 52 59 60
57 4 52 53 60 61
58 4 53 54 61 62
59 4 54 55 62 63

99999 2.98 4.47 0.94 8.06 5.08 5.5 5.7 3.59 3.4 6.32 4.85 4.67 4.85 5.37 6.15 7.09 8.14 3.59 3.33 3.59 4.27 5.21 6.29 7.45 2.4 2.0 2.4 3.33 4.47 5.7 6.96 1.49 0.67 1.49 2.75 4.06 5.37 6.7 1.49 0.67 1.49 2.75 4.06 5.37 6.7 2.4 2.0 2.4 3.33 4.47 5.7 6.96 3.59 3.33 3.59 4.27 5.21 6.29 7.45 
2.98 99999 6.7 2.83 6.04 3.89 3.77 4.06 4.47 6.04 6.6 3.33 2.4 2.0 2.4 3.33 4.47 5.7 2.75 1.49 0.67 1.49 2.75 4.06 5.37 2.75 1.49 0.67 1.49 2.75 4.06 5.37 3.33 2.4 2.0 2.4 3.33 4.47 5.7 4.27 3.59 3.33 3.59 4.27 5.21 6.29 5.37 4.85 4.67 4.85 5.37 6.15 7.09 6.57 6.15 6.0 6.15 6.57 7.21 8.03 
4.47 6.7 99999 5.37 9.07 9.55 9.91 6.86 2.98 1.49 4.47 9.29 8.89 8.69 8.69 8.89 9.29 9.84 8.06 7.6 7.36 7.36 7.6 8.06 8.69 6.86 6.32 6.04 6.04 6.32 6.86 7.6 5.73 5.08 4.71 4.71 5.08 5.73 6.6 4.71 3.89 3.4 3.4 3.89 4.71 5.73 3.89 2.83 2.11 2.11 2.83 3.89 5.08 3.4 2.11 0.94 0.94 2.11 3.4 4.71 
0.94 2.83 5.37 99999 8.43 4.22 4.71 6.15 4.47 4.22 7.18 4.06 4.06 4.47 5.21 6.15 7.21 8.35 2.75 2.75 3.33 4.27 5.37 6.57 7.8 1.49 1.49 2.4 3.59 4.85 6.15 7.45 0.67 0.67 2.0 3.33 4.67 6.0 7.33 1.49 1.49 2.4 3.59 4.85 6.15 7.45 2.75 2.75 3.33 4.27 5.37 6.57 7.8 4.06 4.06 4.47 5.21 6.15 7.21 8.35 
8.06 6.04 9.07 8.43 99999 9.43 8.89 2.4 6.15 9.43 5.5 8.77 7.45 6.15 4.85 3.59 2.4 1.49 8.67 7.33 6.0 4.67 3.33 2.0 0.67 8.77 7.45 6.15 4.85 3.59 2.4 1.49 9.07 7.8 6.57 5.37 4.27 3.33 2.75 9.55 8.35 7.21 6.15 5.21 4.47 4.06 10.18 9.07 8.03 7.09 6.29 5.7 5.37 10.93 9.91 8.97 8.14 7.45 6.96 6.7 
5.08 3.89 9.55 4.22 9.43 99999 0.94 7.8 8.03 8.43 10.41 0.67 2.0 3.33 4.67 6.0 7.33 8.67 1.49 2.4 3.59 4.85 6.15 7.45 8.77 2.75 3.33 4.27 5.37 6.57 7.8 9.07 4.06 4.47 5.21 6.15 7.21 8.35 9.55 5.37 5.7 6.29 7.09 8.03 9.07 10.18 6.7 6.96 7.45 8.14 8.97 9.91 10.93 8.03 8.25 8.67 9.26 10.0 10.85 11.79 
5.5 3.77 9.91 4.71 8.89 0.94 99999 7.45 8.14 8.89 10.37 0.67 1.49 2.75 4.06 5.37 6.7 8.03 2.0 2.4 3.33 4.47 5.7 6.96 8.25 3.33 3.59 4.27 5.21 6.29 7.45 8.67 4.67 4.85 5.37 6.15 7.09 8.14 9.26 6.0 6.15 6.57 7.21 8.03 8.97 10.0 7.33 7.45 7.8 8.35 9.07 9.91 10.85 8.67 8.77 9.07 9.55 10.18 10.93 11.79 
5.7 4.06 6.86 6.15 2.4 7.8 7.45 99999 3.89 7.09 4.06 7.18 5.96 4.81 3.77 2.98 2.67 2.98 6.8 5.5 4.22 2.98 1.89 1.33 1.89 6.67 5.33 4.0 2.67 1.33 0.0 1.33 6.8 5.5 4.22 2.98 1.89 1.33 1.89 7.18 5.96 4.81 3.77 2.98 2.67 2.98 7.77 6.67 5.66 4.81 4.22 4.0 4.22 8.54 7.54 6.67 5.96 5.5 5.33 5.5 
3.59 4.47 2.98 4.47 6.15 8.03 8.14 3.89 99999 3.33 2.75 7.6 6.86 6.32 6.04 6.04 6.32 6.86 6.6 5.73 5.08 4.71 4.71 5.08 5.73 5.73 4.71 3.89 3.4 3.4 3.89 4.71 5.08 3.89 2.83 2.11 2.11 2.83 3.89 4.71 3.4 2.11 0.94 0.94 2.11 3.4 4.71 3.4 2.11 0.94 0.94 2.11 3.4 5.08 3.89 2.83 2.11 2.11 2.83 3.89 
3.4 6.04 1.49 4.22 9.43 8.43 8.89 7.09 3.33 99999 5.5 8.25 8.03 8.03 8.25 8.67 9.26 10.0 6.96 6.7 6.7 6.96 7.45 8.14 8.97 5.7 5.37 5.37 5.7 6.29 7.09 8.03 4.47 4.06 4.06 4.47 5.21 6.15 7.21 3.33 2.75 2.75 3.33 4.27 5.37 6.57 2.4 1.49 1.49 2.4 3.59 4.85 6.15 2.0 0.67 0.67 2.0 3.33 4.67 6.0 
6.32 6.6 4.47 7.18 5.5 10.41 10.37 4.06 2.75 5.5 99999 9.91 8.97 8.14 7.45 6.96 6.7 6.7 9.07 8.03 7.09 6.29 5.7 5.37 5.37 8.35 7.21 6.15 5.21 4.47 4.06 4.06 7.8 6.57 5.37 4.27 3.33 2.75 2.75 7.45 6.15 4.85 3.59 2.4 1.49 1.49 7.33 6.0 4.67 3.33 2.0 0.67 0.67 7.45 6.15 4.85 3.59 2.4 1.49 1.49 
